tipo_balsa,tempo_corte_total,qtd,peca,descricao,espessura_mm,peso_kg,peso_total_kg,bloco,painel,nesting,obs_base
"RAKE","0:02:18","3","BPR-RFR85-H1~H27","742 x 102","8","4.690","14.070","BPR","RFR85","4007","R1"
"RAKE","0:02:38","1","RD-HB7-C","3.000 x 337","8","59.770","59.770","BCB4","RD","4008","R1"
"RAKE","0:01:13","1","RL1-HB2B-C","958 x 337","8","18.630","18.630","BCE4","RL1","4008","R1"
"RAKE","0:02:21","1","RD-TZ6-BB","422 x 2.775","8","73.500","73.500","BCB4","RD","4008","R1"
"RAKE","0:04:43","2","RD-HB43-C","2.900 x 342","8","62.200","124.400","BPP","RD","4008","R1"
"RAKE","0:04:43","2","RD-HB44-B","2.900 x 337","8","61.180","122.360","BPP","RD","4008","R1"
"RAKE","0:02:00","2","BPR-RD1-H20~H32","930 x 102","8","5.280","10.560","BPR","RD1","4008","R1"
"RAKE","0:06:29","5","BPR-RD1-H33~H45","1.420 x 102","8","8.390","41.950","BPR","RD1","4008","R1"
"RAKE","0:02:24","1","BPR-RD1-HT1A-R1","2.850 x 508","8","90.380","90.380","BPR","HASTILHA","4008","R1"
"RAKE","0:08:12","1","BPP- RFR0/RFR94-H1","916 x 12.000","8","689.950","689.950","BPP","RFR0/RFR94","4008","R1"
"RAKE","0:02:01","1","HASTILHA C/ CHANFRO 1875","1.875 x 508","8","59.250","59.250","BDF1(1)","HASTILHA","4008","R1"
"RAKE","0:05:25","1","BPP-RFR1/RFR93-H3-R1","8.275 x 1.860","8","966.590","966.590","BPP","RFR1/RFR93","4009","R1"
"RAKE","0:03:07","1","BPP-RS-H2-R2","3.446 x 1.860","8","402.540","402.540","BPP","RS","4009","R1"
"RAKE","0:04:00","9","BPR-RD1-HE1","144 x 72","8","0.320","2.880","BPR","RD1","4009","R1"
"RAKE","0:03:10","4","BPR-RFR85-H1~H27","742 x 102","8","4.690","18.760","BPR","RFR85","4009","R1"
"RAKE","0:09:54","1","BPR-RD1-H2~H4,H6~H7-R01..","11.913 x 1.860","8","1,391.480","1,391.480","BPR","RD1","4010","R1"
"RAKE","0:09:54","1","BPR-RD1-H2~H4,H6~H7-R01..","11.913 x 1.860","8","1,391.480","1,391.480","BPR","RD1","4011","R1"
"RAKE","0:09:54","1","BPR-RD1-H2~H4,H6~H7-R01..","11.913 x 1.860","8","1,391.480","1,391.480","BPR","RD1","4012","R1"
"RAKE","0:09:54","1","BPR-RD1-H2~H4,H6~H7-R01..","11.913 x 1.860","8","1,391.480","1,391.480","BPR","RD1","4013","R1"
"RAKE","0:09:54","1","BPR-RD1-H2~H4,H6~H7-R01..","11.913 x 1.860","8","1,391.480","1,391.480","BPR","RD1","4014","R1"
"RAKE","0:02:00","1","BPP-RFR0/RFR94-H2-R1","1.598 x 916","8","91.880","91.880","BPP","RFR0/RFR94","4017","R1"
"RAKE","0:03:45","1","BPP-RP-H2-R2","3.446 x 1.860","8","402.540","402.540","BPP","RP","4017","R1"
"RAKE","0:01:52","2","BPR-RD2B-H2C~H7C,H9C~H13C","742 x 203","8","9.400","18.800","BPR","RD2B","4017","R1"
"RAKE","0:03:37","1","BPR-RFR85-H6-R2","3.225 x 1.860","8","376.710","376.710","BPR","RFR85","4017","R1"
"RAKE","0:01:03","1","BPR-RFR85-HB10","964 x 337","8","20.100","20.100","BPR","RFR85","4017","R1"
"RAKE","0:02:29","3","BPR-RFR85-H1~H27","742 x 102","8","4.690","14.070","BPR","RFR85","4017","R1"
"RAKE","0:04:01","1","BPR-RL1S-H1-R3","3.862 x 1.860","8","451.110","451.110","BPR","RL1S","4017","R1"
"RAKE","0:12:36","5","RD-HB7-C","3.000 x 337","8","59.770","298.850","BCB4","RD","4021","R1"
"RAKE","0:01:49","1","RD-HB24D-B","2.000 x 508","8","63.240","63.240","BDF4","HASTILHA","4021","R1"
"RAKE","0:02:28","2","BPR-RD1-H33~H45","1.420 x 102","8","8.390","16.780","BPR","RD1","4021","R1"
"RAKE","0:06:20","1","BPR-RD2B-H5-R3","6.960 x 1.860","8","813.010","813.010","BPR","RD2B","4021","R1"
"RAKE","0:03:31","4","BPR-RFR85-H1~H27","742 x 102","8","4.690","18.760","BPR","RFR85","4021","R1"
"RAKE","0:03:30","2","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","118.500","BDF1(2)","HASTILHA","4021","R1"
"RAKE","0:00:45","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","4026","R1"
"RAKE","0:01:04","2","B31","252 x 146","8","1.400","2.800","BPP","RFR1","4026","R1"
"RAKE","0:00:35","1","B36","300 x 170","8","2.280","2.280","BPP","RFR0","4026","R1"
"RAKE","0:00:45","1","BPR-RD1-71~76,_78~82","682 x 76","8","3.260","3.260","BPR","RD1","4026","R1"
"RAKE","0:04:35","1","BPR-RD2A-H2A-R6","4.945 x 1.854","8","494.640","494.640","BPR","RD2A","4026","R1"
"RAKE","0:05:49","1","BPR-RD2B-H3-R2","6.960 x 1.860","8","772.530","772.530","BPR","RD2B","4026","R1"
"RAKE","0:02:27","1","RS-HB27-C","3.000 x 337","8","62.550","62.550","BPR","RS","4026","R1"
"RAKE","0:12:52","1","BCE3-H2S-R2","11.810 x 1.860","8","1,351.260","1,351.260","BCE3","RD","4027","R1"
"RAKE","0:08:27","1","BCE4-RL1-H41","11.600 x 1.389","8","1,011.560","1,011.560","BCE4","RL1","4052","R1"
"RAKE","0:02:36","1","RFR0/RFR94-HB54-B","2.827 x 337","8","55.270","55.270","BPP","RFR0/RFR94","4052","R1"
"RAKE","0:05:02","2","RFR0/RFR94-HB55-C","2.827 x 337","8","55.280","110.560","BPP","RFR0/RFR94","4052","R1"
"RAKE","0:02:57","1","RFR1/RFR93-HB58-C","3.295 x 333","8","64.280","64.280","BPP","RFR1/RFR93","4052","R1"
"RAKE","0:01:46","2","BPR-RD1-71~76,_78~82","682 x 76","8","3.260","6.520","BPR","RD1","4052","R1"
"RAKE","0:01:26","1","BPR-RD1-H48~H49-R1","1.266 x 102","8","7.750","7.750","BPR","RD1","4052","R1"
"RAKE","0:01:52","2","BPR-RFR85-H1~H27","742 x 102","8","4.690","9.380","BPR","RFR85","4052","R1"
"RAKE","0:01:44","2","B1-C","564 x 391","8","8.370","16.740","BCB4","RL2","4053","R1"
"RAKE","0:02:46","1","RD-HB23D-B","2.850 x 508","8","90.380","90.380","BDF4","HASTILHA","4053","R1"
"RAKE","0:02:22","1","RFR0/RFR94-HB53-B","2.827 x 337","8","57.730","57.730","BPP","RFR0/RFR94","4053","R1"
"RAKE","0:10:50","1","RL1-H39","1.767 x 11.600","8","1,153.190","1,153.190","BCE4","RL1","4053","R1"
"RAKE","0:02:51","1","RFR1/RFR93-HB58-C","3.295 x 333","8","64.280","64.280","BPP","RFR1/RFR93","4054","R1"
"RAKE","0:08:16","3","RFR1/RFR93-HB60-B","3.295 x 333","8","64.280","192.840","BPP","RFR1/RFR93","4054","R1"
"RAKE","0:09:24","1","BPR-RD1-H5-R1","1.040 x 11.913","8","778.030","778.030","BPR","RD1","4054","R1"
"RAKE","0:02:23","1","BPR-RD1-HT1D-R1","2.267 x 508","8","72.370","72.370","BPR","HASTILHA","4054","R1"
"RAKE","0:03:03","1","BPR-RD2B-HB1B","3.000 x 333","8","59.970","59.970","BPR","RD2B","4054","R1"
"RAKE","0:02:35","1","BPR-RD2B-HB1D","3.000 x 333","8","59.970","59.970","BPR","RD2B","4054","R1"
"RAKE","0:03:34","2","BPR-RFR85-H31~H32","2.242 x 102","8","14.250","28.500","BPR","RFR85","4054","R1"
"RAKE","0:00:51","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","4056","R1"
"RAKE","0:02:25","2","RL1-HB2B-C","958 x 337","8","18.630","37.260","BCE4","RL1","4056","R1"
"RAKE","0:01:03","1","B25-C","806 x 539","8","19.120","19.120","BPP","RS","4056","R1"
"RAKE","0:06:43","1","BPR-RS-H2-R1.IGS","9.252 x 1.860","8","999.050","999.050","BPR","RS","4056","R1"
"RAKE","0:07:56","4","HASTILHA C/ CHANFRO 1875","1.875 x 508","8","59.250","237.000","BDF1(4)","HASTILHA","4056","R1"
"RAKE","0:02:28","2","BPR-RD1-H33~H45","1.420 x 102","8","8.390","16.780","BPR","RD1","4057","R1"
"RAKE","0:08:14","1","RD-H17","12.000 x 1.040","8","783.740","783.740","BDF2","RD","4057","R1"
"RAKE","0:01:01","1","B25-C","806 x 539","8","19.120","19.120","BPP","RS","4057","R1"
"RAKE","0:01:45","2","BPR-RFR85-H1~H27","742 x 102","8","4.690","9.380","BPR","RFR85","4057","R1"
"RAKE","0:10:31","6","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","355.500","BDF1(6)","HASTILHA","4057","R1"
"RAKE","0:10:40","4","RD-HB8-B","3.000 x 337","8","59.770","239.080","BCE4","RD","4058","R1"
"RAKE","0:01:14","1","RL1-HB2B-C","958 x 337","8","18.630","18.630","BCE4","RL1","4058","R1"
"RAKE","0:05:32","2","RL2-HB6A-B","2.988 x 337","8","58.120","116.240","BCE4","RL2","4058","R1"
"RAKE","0:01:16","1","RL2-HB6B-B","957 x 337","8","18.610","18.610","BCE4","RL2","4058","R1"
"RAKE","0:05:15","1","BPR-RD2B-H4-R2","6.960 x 963","8","421.060","421.060","BPR","RD2B","4058","R1"
"RAKE","0:03:04","1","BPR-RFR85-H8-R2","3.225 x 1.133","8","217.150","217.150","BPR","RFR85","4058","R1"
"RAKE","0:01:12","1","RS-HB28-C","963 x 337","8","19.610","19.610","BPR","RS","4058","R1"
"RAKE","0:05:34","3","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","177.750","BDF1(3)","HASTILHA","4058","R1"
"RAKE","0:08:19","1","BCB1-RD-H2P-R1","12.000 x 1.015","8","764.900","764.900","BCB1","RD","4059","R1"
"RAKE","0:02:40","1","RL1-HB2A-C","2.987 x 337","8","58.910","58.910","BCE4","RL1","4059","R1"
"RAKE","0:08:12","3","RL2-HB5A-C","2.988 x 337","8","58.120","174.360","BCB4","RL2","4059","R1"
"RAKE","0:02:31","2","RL2-HB6B-B","957 x 337","8","18.610","37.220","BCE4","RL2","4059","R1"
"RAKE","0:02:21","1","RD-TZ6-BB","422 x 2.775","8","73.500","73.500","BCB4","RD","4059","R1"
"RAKE","0:02:23","1","RFR0/RFR94-HB56-C","2.827 x 337","8","57.730","57.730","BPP","RFR0/RFR94","4059","R1"
"RAKE","0:01:02","1","BPR-RD2B-H2C~H7C,H9C~H13C","742 x 203","8","9.400","9.400","BPR","RD2B","4059","R1"
"RAKE","0:01:05","1","BPR-RD2B-H8C","734 x 203","8","9.240","9.240","BPR","RD2B","4059","R1"
"RAKE","0:00:57","1","BPR-RD2C-H16C","592 x 203","8","7.490","7.490","BPR","RD2C","4059","R1"
"RAKE","0:02:04","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF1(1)","HASTILHA","4059","R1"
"RAKE","0:02:40","1","BPR-RD2B-HB1C","3.000 x 333","8","59.970","59.970","BPR","RD2B","4060","R1"
"RAKE","0:03:14","1","BPR-RL1P-H2-R4","3.862 x 960","8","224.790","224.790","BPR","RL1P","4060","R1"
"RAKE","0:02:22","1","BCB3-RD-H3P-R1","350 x 2.875","8","63.190","63.190","BCB3","RD","4060","R1"
"RAKE","0:02:17","1","BPP-RD1-H4-R1","2.054 x 1.022","8","131.790","131.790","BPP","RD1","4060","R1"
"RAKE","0:01:57","1","BPP-RD2-H4B1-R2","2.095 x 440","8","57.900","57.900","BPP","BPP","4060","R1"
"RAKE","0:05:12","1","BPP-RFR1/RFR93-H4-R1","6.025 x 1.860","8","703.770","703.770","BPP","RFR1/RFR93","4060","R1"
"RAKE","0:00:52","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","4060","R1"
"RAKE","0:03:47","3","RL2-HB6B-B","957 x 337","8","18.610","55.830","BCE4","RL2","4060","R1"
"RAKE","0:01:00","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","4060","R1"
"RAKE","0:01:41","2","B1-B","564 x 391","8","8.370","16.740","BCB4","RL1","4063","R1"
"RAKE","0:02:33","1","RD-HB7-C","3.000 x 337","8","59.770","59.770","BCB4","RD","4063","R1"
"RAKE","0:07:40","3","RD-HB8-B","3.000 x 337","8","59.770","179.310","BCE4","RD","4063","R1"
"RAKE","0:01:18","2","B36","300 x 170","8","2.280","4.560","BPP","RFR0","4063","R1"
"RAKE","0:07:46","1","BPP-RD1-H3-R1","11.997 x 1.022","8","769.630","769.630","BPP","RD1","4063","R1"
"RAKE","0:01:08","1","BPR-RFR85-HB11","964 x 337","8","20.100","20.100","BPR","RFR85","4063","R1"
"RAKE","0:03:34","4","BPR-RFR85-H1~H27","742 x 102","8","4.690","18.760","BPR","RFR85","4063","R1"
"RAKE","0:02:23","1","BPR-RFR85-HB4-R1","3.118 x 337","8","61.640","61.640","BPR","RFR85","4063","R1"
"RAKE","0:02:23","1","BPR-RFR85-HB5-R1","3.118 x 337","8","61.650","61.650","BPR","RFR85","4063","R1"
"RAKE","0:02:00","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF1(1)","HASTILHA","4063","R1"
"RAKE","0:02:08","1","RD-HB29-C","3.000 x 333","8","62.780","62.780","BPR","RD","4068","R1"
"RAKE","0:02:32","1","BPR-RP-HB1AP","3.000 x 337","8","62.550","62.550","BPR","RP","4068","R1"
"RAKE","0:01:34","2","B1-B","564 x 391","8","8.370","16.740","BCB4","RL1","4068","R1"
"RAKE","0:04:56","2","RL2-HB6A-B","2.988 x 337","8","58.120","116.240","BCE4","RL2","4068","R1"
"RAKE","0:02:16","1","RD-HB23C-B","2.400 x 508","8","76.630","76.630","BDF4","HASTILHA","4068","R1"
"RAKE","0:03:13","1","BPP-RP-H1-R2","3.446 x 965","8","208.850","208.850","BPP","RP","4068","R1"
"RAKE","0:03:13","1","BPP-RS-H1-R2","3.446 x 965","8","208.850","208.850","BPP","RS","4068","R1"
"RAKE","0:04:12","1","BPR-RD2A-H1A-R3","4.945 x 1.025","8","318.280","318.280","BPR","RD2A","4068","R1"
"RAKE","0:02:15","1","BPR-RD2C-TZ1-R3","2.476 x 422","8","65.660","65.660","BPR","RD2C","4068","R1"
"RAKE","0:02:32","1","BPR-RL1P-HB1AP","3.000 x 337","8","62.710","62.710","BPR","RL1P","4068","R1"
"RAKE","0:02:32","1","BPR-RL1S-HB1AS","3.000 x 337","8","62.710","62.710","BPR","RL1S","4068","R1"
"RAKE","0:03:09","1","BPR-RD1-HB8~HB13-R1","3.070 x 1.654","8","176.800","176.800","BPR","RD1","4069","R1"
"RAKE","0:04:21","1","BPR-RD2C-H2A-R3","4.945 x 1.025","8","318.280","318.280","BPR","RD2C","4069","R1"
"RAKE","0:01:47","1","RD-HB24A-B","2.000 x 508","8","63.240","63.240","BDF4","HASTILHA","4069","R1"
"RAKE","0:01:00","1","B26-C","806 x 539","8","19.120","19.120","BPP","RP","4069","R1"
"RAKE","0:05:43","7","B1-B","564 x 391","8","8.370","58.590","BCB4","RL1","4069","R1"
"RAKE","0:10:16","4","RL2-HB6A-B","2.988 x 337","8","58.120","232.480","BCE4","RL2","4069","R1"
"RAKE","0:09:21","4","RD-TZ2-BE","422 x 3.000","8","79.450","317.800","BCE2","RD","4069","R1"
"RAKE","0:09:57","1","RL1-H11","12.000 x 1.860","8","1,401.700","1,401.700","PCAS DE TETO","PCAS DE TETO","4071","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4073","R1"
"RAKE","0:08:23","3","RL1-HB2A-C","2.987 x 337","8","58.910","176.730","BCE4","RL1","4074","R1"
"RAKE","0:08:34","3","RL2-HB5A-C","2.988 x 337","8","58.120","174.360","BCB4","RL2","4074","R1"
"RAKE","0:05:30","2","RL1-HB1A-B","2.987 x 337","8","58.910","117.820","BCB4","RL1","4074","R1"
"RAKE","0:09:01","1","RD-H8","12.000 x 1.040","8","783.740","783.740","BDF3","RD","4074","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4075","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4076","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4077","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4078","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4079","R1"
"RAKE","0:09:58","1","RD-H7","12.000 x 1.860","8","1,401.700","1,401.700","BDF3","RD","4080","R1"
"RAKE","0:04:39","2","RD-HB19C-C","2.267 x 508","8","72.370","144.740","BDF3","HASTILHA","4081","R1"
"RAKE","0:10:40","1","R-BCB3-RL1-H1P-R2.DWG","1.767 x 12.000","8","1,150.990","1,150.990","BCB3","RL1","4081","R1"
"RAKE","0:09:54","1","BCB3-RL2-H2P-R1","12.000 x 1.760","8","1,326.340","1,326.340","BCB3","RL2","4084","R1"
"RAKE","0:07:20","3","RD-TZ2-BE","422 x 3.000","8","79.450","238.350","BCE2","RD","4085","R1"
"RAKE","0:09:39","1","BCE1-RL1-H12","12.000 x 1.389","8","1,046.440","1,046.440","BCE1","RL1","4085","R1"
"RAKE","0:02:41","1","RD-TZ4-BB-R1","422 x 2.810","8","74.420","74.420","BCB3","RD","4085","R1"
"RAKE","0:08:12","3","RD-HB8-B","3.000 x 337","8","59.770","179.310","BCE4","RD","4087","R1"
"RAKE","0:03:55","3","RL2-HB6B-B","957 x 337","8","18.610","55.830","BCE4","RL2","4087","R1"
"RAKE","0:01:11","1","BPP-RD2-H4B2-R2","775 x 440","8","16.700","16.700","BPP","BPP","4087","R1"
"RAKE","0:08:33","1","RL1-H35","11.600 x 1.389","8","1,011.560","1,011.560","BCB4","RL1","4087","R1"
"RAKE","0:02:38","1","BPP-RD1-H8","3.692 x 51","8","11.720","11.720","BPP","RD1","4089","R1"
"RAKE","0:09:47","1","BCE1-RL2-H13","12.000 x 1.686","8","1,270.650","1,270.650","BCE1","RL2","4089","R1"
"RAKE","0:02:35","2","RL1-HB2B-C","958 x 337","8","18.630","37.260","BCE4","RL1","4090","R1"
"RAKE","0:08:34","1","BCB3-RD-H2P-R2","11.810 x 1.015","8","752.790","752.790","BCB3","RD","4090","R1"
"RAKE","0:02:31","1","RD-HB19A-C","2.850 x 508","8","90.380","90.380","BDF3","HASTILHA","4090","R1"
"RAKE","0:02:31","1","RD-HB19D-C","2.850 x 508","8","90.380","90.380","BDF3","HASTILHA","4090","R1"
"RAKE","0:04:42","2","RD-HB20C-C","2.500 x 508","8","79.820","159.640","BDF3","HASTILHA","4090","R1"
"RAKE","0:09:51","1","BCE3-RL2-H25","1.686 x 12.000","8","1,270.650","1,270.650","BCE3","RL2","4092","R1"
"RAKE","0:02:36","2","RL1-HB2B-C","958 x 337","8","18.630","37.260","BCE4","RL1","4094","R1"
"RAKE","0:08:41","3","RL2-HB6A-B","2.988 x 337","8","58.120","174.360","BCE4","RL2","4094","R1"
"RAKE","0:08:59","1","R-BCE3-RL1-H1S","12.000 x 1.389","8","1,046.440","1,046.440","BCE3","RL1","4094","R1"
"RAKE","0:04:48","2","RD-HB8-B","3.000 x 337","8","59.770","119.540","BCE4","RD","4095","R1"
"RAKE","0:01:07","1","RL1-HB2B-C","958 x 337","8","18.630","18.630","BCE4","RL1","4095","R1"
"RAKE","0:09:03","4","RD-TZ2-BE","422 x 3.000","8","79.450","317.800","BCE2","RD","4095","R1"
"RAKE","0:04:17","2","RD-TZ6-BB","422 x 2.775","8","73.500","147.000","BCB4","RD","4095","R1"
"RAKE","0:07:12","11","B8","415 x 228","8","3.370","37.070","BPR","BPR","4095","R1"
"RAKE","0:01:36","1","BPR-RD1-HT2A-R3","1.480 x 383","8","30.800","30.800","BPR","RD1","4095","R1"
"RAKE","0:00:59","1","BPR-RD2B-H10","645 x 500","8","15.380","15.380","BPR","RD2B","4095","R1"
"RAKE","0:01:00","1","BPR-RD2B-H11","645 x 500","8","15.420","15.420","BPR","RD2B","4095","R1"
"RAKE","0:02:08","1","BCE3-HS3-R1","350 x 2.875","8","63.190","63.190","BCE3","RD","4095","R1"
"RAKE","0:11:19","5","RD-TZ1-BB","422 x 3.000","8","79.450","397.250","BCB1","RD","4095","R1"
"RAKE","0:01:53","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF4(1)","HASTILHA","4095","R1"
"RAKE","0:11:10","1","RL1-H19","1.767 x 12.000","8","1,331.410","1,331.410","BCB2","RL1","4096","R1"
"RAKE","0:19:03","10","HASTILHA TESTE 1875","1.875 x 508","8","59.870","598.700","BDF4(10)","HASTILHA","4098","R1"
"RAKE","0:24:06","13","HASTILHA C/ CHANFRO 1875","1.875 x 508","8","59.250","770.250","BDF1(3)/BDF2(10)","HASTILHA","4098","R1"
"RAKE","0:41:43","23","HASTILHA C/ CHANFRO 1875","1.875 x 508","8","59.250","1,362.750","BDF2(10)/BDF3(13)","HASTILHA","4099","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF1(23)","HASTILHA","4101","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF1(23)","HASTILHA","4102","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF1(23)","HASTILHA","4118","R1"
"RAKE","0:00:39","1","B8","415 x 228","8","3.370","3.370","BPR","BPR","4246","R1"
"RAKE","0:00:45","1","BPR-RD1-77","600 x 76","8","2.870","2.870","BPR","RD1","4246","R1"
"RAKE","0:09:13","1","BPR-RD1-H1","1.860 x 11.913","8","1,385.300","1,385.300","BPR","RD1","4246","R1"
"RAKE","0:00:59","1","B26-C","806 x 539","8","19.120","19.120","BPP","RP","4249","R1"
"RAKE","0:00:49","1","B30-C","615 x 310","8","8.780","8.780","BPP","RFR1","4249","R1"
"RAKE","0:00:33","1","B31","252 x 146","8","1.400","1.400","BPP","RFR1","4249","R1"
"RAKE","0:01:13","2","B36","300 x 170","8","2.280","4.560","BPP","RFR0","4249","R1"
"RAKE","0:08:55","1","BPP-RFR1/RFR93-H2-R3","11.900 x 1.860","8","1,275.190","1,275.190","BPP","RFR1/RFR93","4249","R1"
"RAKE","0:00:58","1","B15","903 x 458","8","16.800","16.800","BPR","BPR","4249","R1"
"RAKE","0:00:54","1","BPR-RD1-H20~H32","930 x 102","8","5.280","5.280","BPR","RD1","4249","R1"
"RAKE","0:01:17","1","BPR-RD2B-HB1A","908 x 333","8","18.270","18.270","BPR","RD2B","4249","R1"
"RAKE","0:00:46","1","BDF4-QD-H3","525 x 100","8","3.300","3.300","BDF4","RD","4251","R1"
"RAKE","0:01:00","1","B23-B","780 x 449","8","14.310","14.310","BPP","BPP","4251","R1"
"RAKE","0:00:59","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","4251","R1"
"RAKE","0:02:50","1","BPP-RFR0/RFR94-H3-R1","1.868 x 1.598","8","187.460","187.460","BPP","RFR0/RFR94","4251","R1"
"RAKE","0:01:46","2","BPR-RFR85-H28~H30","734 x 102","8","4.580","9.160","BPR","RFR85","4251","R1"
"RAKE","0:03:36","4","BPR-RFR85-H1~H27","742 x 102","8","4.690","18.760","BPR","RFR85","4251","R1"
"RAKE","0:02:10","1","BPR-RFR89-H5","2.547 x 487","8","77.790","77.790","BPR","RFR89","4251","R1"
"RAKE","0:02:10","1","BPR-RFR89-H7","2.546 x 487","8","77.750","77.750","BPR","RFR89","4251","R1"
"RAKE","0:05:07","1","BPR-RS-H1-R1","7.283 x 1.349","8","461.670","461.670","BPR","RS","4251","R1"
"RAKE","0:05:08","1","BPR-RP-H1-R1..","1.349 x 7.315","8","464.390","464.390","BPR","RP","4251","R1"
"RAKE","0:01:49","2","B1-C","564 x 391","8","8.370","16.740","BCB4","RL2","4252","R1"
"RAKE","0:01:19","1","RL2-HB6B-B","957 x 337","8","18.610","18.610","BCE4","RL2","4252","R1"
"RAKE","0:01:03","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","4252","R1"
"RAKE","0:01:14","1","BPR-RD2C-HB3","942 x 333","8","19.690","19.690","BPR","RD2C","4252","R1"
"RAKE","0:01:14","1","BPR-RP-HB1BP","963 x 337","8","19.610","19.610","BPR","RP","4252","R1"
"RAKE","0:01:55","1","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","59.250","BDF2(1)","HASTILHA","4252","R1"
"RAKE","0:09:53","1","RL1-H33","1.767 x 11.600","8","1,153.710","1,153.710","BCB4","RL1","4252","R1"
"RAKE","0:05:25","7","B1-C","564 x 391","8","8.370","58.590","BCB4","RL2","4253","R1"
"RAKE","0:01:35","2","B30-C","615 x 310","8","8.780","17.560","BPP","RFR1","4253","R1"
"RAKE","0:04:35","1","BPP-RFR1/RFR93-H6-R2","6.025 x 1.758","8","437.530","437.530","BPP","RFR1/RFR93","4253","R1"
"RAKE","0:02:13","1","BPR-RD2A-TZ1-R3","422 x 2.476","8","65.660","65.660","BPR","RD2A","4253","R1"
"RAKE","0:04:39","1","BPR-RD2C-H1A-R7","4.945 x 1.854","8","494.640","494.640","BPR","RD2C","4253","R1"
"RAKE","0:03:19","1","BPR-RL1S-H2-R4","3.862 x 960","8","224.790","224.790","BPR","RL1S","4253","R1"
"RAKE","0:01:57","2","B23-B","780 x 449","8","14.310","28.620","BPP","BPP","4255","R1"
"RAKE","0:04:56","6","B1-B","564 x 391","8","8.370","50.220","BCB4","RL1","4255","R1"
"RAKE","0:02:42","3","B33-B","721 x 410","8","12.440","37.320","BPP","RD1","4255","R1"
"RAKE","0:01:54","2","B24-C","780 x 449","8","14.310","28.620","BPP","BPP","4255","R1"
"RAKE","0:00:53","1","B17","703 x 364","8","10.990","10.990","BPR","BPR","4255","R1"
"RAKE","0:03:12","1","BPR-RD1-HB1~HB7-R1","3.070 x 1.654","8","176.850","176.850","BPR","RD1","4255","R1"
"RAKE","0:15:56","5","BPR-RD1-HB8~HB13-R1","3.070 x 1.654","8","176.800","884.000","BPR","RD1","4255","R1"
"RAKE","0:40:56","23","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","1,362.750","BDF2(19)/BDF3(4)","HASTILHA","4256","R1"
"RAKE","0:40:56","23","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","1,362.750","BDF3(16)/BDF4(7)","HASTILHA","4257","R1"
"RAKE","0:00:50","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","4258","R1"
"RAKE","0:02:18","1","RD-HB19C-C","2.267 x 508","8","72.370","72.370","BDF3","HASTILHA","4258","R1"
"RAKE","0:02:05","2","ACCESS-TRAVESSEIRO","1.172 x 600","12","66.220","132.440","ACESS-TRAVESSEIRO","ACESS-TRAVESSEIRO","4269","R1"
"RAKE","0:01:18","1","BPR-RL1P-HB3P-R2","1.161 x 357","12","37.040","37.040","BPR","RL1P","4269","R1"
"RAKE","0:04:30","1","RAKE-H1~H5","7.196 x 627","12","425.020","425.020","PCAS DE TETO","PCAS DE TETO","4269","R1"
"RAKE","0:01:49","1","RD-HB20D-C","2.000 x 508","8","63.240","63.240","BDF3","HASTILHA","4258","R1"
"RAKE","0:10:35","1","R-BCE3-RL1-H3S","1.767 x 12.000","8","1,150.990","1,150.990","BCE3","RL1","4258","R1"
"RAKE","0:00:52","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","4259","R1"
